ID,State,State Abbreviation,Region,Year,Gender,EducationLevelofMother,EducationLevel,NumberOfBirths,AverageAgeOfMother ,AverageBirthWeight ,LowBirthWeight
1493,Illinois,IL,Midwest,2020,M,Doctorate,8,2240,34.1,3356.5,No
1494,Illinois,IL,Midwest,2020,M,Not Stated,9,898,30.9,3212.4,No
1495,Illinois,IL,Midwest,2021,F,8th grade or less,1,1185,30.5,3175.1,No
1496,Illinois,IL,Midwest,2021,F,9th through 12th grade,2,4317,25.6,3082.4,Yes
1497,Illinois,IL,Midwest,2021,F,High school graduate,3,14686,27.1,3120,No
1498,Illinois,IL,Midwest,2021,F,Some college credit,4,11663,28.7,3163.9,No
1499,Illinois,IL,Midwest,2021,F,Associate degree,5,5156,30.3,3226,No
1500,Illinois,IL,Midwest,2021,F,Bachelor's degree,6,15837,32,3262.8,No
1501,Illinois,IL,Midwest,2021,F,Master's degree,7,8547,33.4,3263.3,No
1502,Illinois,IL,Midwest,2021,F,Doctorate,8,2422,34,3233,No
1503,Illinois,IL,Midwest,2021,F,Not Stated,9,732,31.5,3111.7,No
1504,Illinois,IL,Midwest,2021,M,8th grade or less,1,1258,30.3,3290.6,No
1505,Illinois,IL,Midwest,2021,M,9th through 12th grade,2,4512,25.5,3176.6,No
1506,Illinois,IL,Midwest,2021,M,High school graduate,3,15262,27,3230.6,No
1507,Illinois,IL,Midwest,2021,M,Some college credit,4,12160,28.7,3271,No
1508,Illinois,IL,Midwest,2021,M,Associate degree,5,5598,30.2,3333.8,No
1509,Illinois,IL,Midwest,2021,M,Bachelor's degree,6,16922,32,3384.5,No
1510,Illinois,IL,Midwest,2021,M,Master's degree,7,8806,33.4,3374.6,No
1511,Illinois,IL,Midwest,2021,M,Doctorate,8,2402,34.2,3328.6,No
1512,Illinois,IL,Midwest,2021,M,Not Stated,9,724,31.3,3256.6,No
1513,Indiana,IN,Midwest,2016,F,8th grade or less,1,1839,28.9,3313,No
1514,Indiana,IN,Midwest,2016,F,9th through 12th grade,2,4446,24,3113.6,No
1515,Indiana,IN,Midwest,2016,F,High school graduate,3,11040,25.6,3166.2,No
1516,Indiana,IN,Midwest,2016,F,Some college credit,4,8307,27.3,3215.1,No
1517,Indiana,IN,Midwest,2016,F,Associate degree,5,3525,29.4,3252.1,No
1518,Indiana,IN,Midwest,2016,F,Bachelor's degree,6,7832,30.5,3306.7,No
1519,Indiana,IN,Midwest,2016,F,Master's degree,7,2444,32.2,3298.1,No
1520,Indiana,IN,Midwest,2016,F,Doctorate,8,763,33,3268.1,No
1521,Indiana,IN,Midwest,2016,F,Not Stated,9,59,28.4,2804.4,Yes
1522,Indiana,IN,Midwest,2016,M,8th grade or less,1,1969,28.8,3390.8,No
1523,Indiana,IN,Midwest,2016,M,9th through 12th grade,2,4688,23.9,3201.2,No
1524,Indiana,IN,Midwest,2016,M,High school graduate,3,11724,25.4,3281.3,No
1525,Indiana,IN,Midwest,2016,M,Some college credit,4,8730,27.2,3337.4,No
1526,Indiana,IN,Midwest,2016,M,Associate degree,5,3781,29.4,3358.8,No
1527,Indiana,IN,Midwest,2016,M,Bachelor's degree,6,8438,30.5,3426.8,No
1528,Indiana,IN,Midwest,2016,M,Master's degree,7,2660,32.1,3437.4,No
1529,Indiana,IN,Midwest,2016,M,Doctorate,8,769,33.5,3433.6,No
1530,Indiana,IN,Midwest,2016,M,Not Stated,9,77,29.1,3176.6,No
1531,Indiana,IN,Midwest,2017,F,8th grade or less,1,1914,28.6,3293.3,No
1532,Indiana,IN,Midwest,2017,F,9th through 12th grade,2,4333,24.2,3095.3,Yes
1533,Indiana,IN,Midwest,2017,F,High school graduate,3,11289,25.6,3180,No
1534,Indiana,IN,Midwest,2017,F,Some college credit,4,8217,27.4,3212.9,No
1535,Indiana,IN,Midwest,2017,F,Associate degree,5,3468,29.6,3255.8,No
1536,Indiana,IN,Midwest,2017,F,Bachelor's degree,6,7810,30.5,3302.7,No
1537,Indiana,IN,Midwest,2017,F,Master's degree,7,2488,32.2,3272.7,No
1538,Indiana,IN,Midwest,2017,F,Doctorate,8,732,33.1,3270.4,No
1539,Indiana,IN,Midwest,2017,F,Not Stated,9,72,27.3,2963.1,Yes
1540,Indiana,IN,Midwest,2017,M,8th grade or less,1,1913,28.8,3407,No
1541,Indiana,IN,Midwest,2017,M,9th through 12th grade,2,4446,24.2,3213.2,No
1542,Indiana,IN,Midwest,2017,M,High school graduate,3,11876,25.6,3287.7,No
1543,Indiana,IN,Midwest,2017,M,Some college credit,4,8433,27.4,3324.9,No
1544,Indiana,IN,Midwest,2017,M,Associate degree,5,3583,29.4,3353.2,No
1545,Indiana,IN,Midwest,2017,M,Bachelor's degree,6,8233,30.5,3442.2,No
1546,Indiana,IN,Midwest,2017,M,Master's degree,7,2526,32.3,3430.5,No
1547,Indiana,IN,Midwest,2017,M,Doctorate,8,772,33.2,3372.8,No
1548,Indiana,IN,Midwest,2017,M,Not Stated,9,65,28.2,3138,No
1549,Indiana,IN,Midwest,2018,F,8th grade or less,1,1846,28.9,3284.2,No
1550,Indiana,IN,Midwest,2018,F,9th through 12th grade,2,4148,24.3,3088.6,Yes
1551,Indiana,IN,Midwest,2018,F,High school graduate,3,11412,25.7,3172.2,No
1552,Indiana,IN,Midwest,2018,F,Some college credit,4,7980,27.6,3205.5,No
1553,Indiana,IN,Midwest,2018,F,Associate degree,5,3436,29.7,3252.9,No
1554,Indiana,IN,Midwest,2018,F,Bachelor's degree,6,7775,30.6,3318.1,No
1555,Indiana,IN,Midwest,2018,F,Master's degree,7,2467,32.4,3271.8,No
1556,Indiana,IN,Midwest,2018,F,Doctorate,8,793,33.3,3302.8,No
1557,Indiana,IN,Midwest,2018,F,Not Stated,9,54,29.5,2922.2,Yes
1558,Indiana,IN,Midwest,2018,M,8th grade or less,1,1923,28.8,3399.2,No
1559,Indiana,IN,Midwest,2018,M,9th through 12th grade,2,4305,24.2,3216.7,No
1560,Indiana,IN,Midwest,2018,M,High school graduate,3,12146,25.6,3284.5,No
1561,Indiana,IN,Midwest,2018,M,Some college credit,4,8235,27.5,3338.2,No
1562,Indiana,IN,Midwest,2018,M,Associate degree,5,3406,29.7,3377.6,No
1563,Indiana,IN,Midwest,2018,M,Bachelor's degree,6,8353,30.6,3439.2,No
1564,Indiana,IN,Midwest,2018,M,Master's degree,7,2508,32.4,3433.2,No
1565,Indiana,IN,Midwest,2018,M,Doctorate,8,808,33.3,3433.6,No
1566,Indiana,IN,Midwest,2018,M,Not Stated,9,51,29.6,3218.8,No
1567,Indiana,IN,Midwest,2019,F,8th grade or less,1,1857,28.7,3257.6,No
1568,Indiana,IN,Midwest,2019,F,9th through 12th grade,2,4032,24.4,3090.2,Yes
1569,Indiana,IN,Midwest,2019,F,High school graduate,3,11693,25.9,3163.4,No
1570,Indiana,IN,Midwest,2019,F,Some college credit,4,7507,27.7,3203.1,No
1571,Indiana,IN,Midwest,2019,F,Associate degree,5,3139,29.6,3229.6,No
1572,Indiana,IN,Midwest,2019,F,Bachelor's degree,6,7962,30.6,3298.2,No
1573,Indiana,IN,Midwest,2019,F,Master's degree,7,2339,32.4,3284.6,No
1574,Indiana,IN,Midwest,2019,F,Doctorate,8,765,33.3,3260.3,No
1575,Indiana,IN,Midwest,2019,F,Not Stated,9,57,28.6,3183.7,No
1576,Indiana,IN,Midwest,2019,M,8th grade or less,1,1997,28.7,3393,No
1577,Indiana,IN,Midwest,2019,M,9th through 12th grade,2,4277,24.2,3197,No
1578,Indiana,IN,Midwest,2019,M,High school graduate,3,12300,25.8,3280.7,No
1579,Indiana,IN,Midwest,2019,M,Some college credit,4,7881,27.7,3325.4,No
1580,Indiana,IN,Midwest,2019,M,Associate degree,5,3325,29.5,3336.6,No
1581,Indiana,IN,Midwest,2019,M,Bachelor's degree,6,8295,30.5,3417.1,No
1582,Indiana,IN,Midwest,2019,M,Master's degree,7,2577,32.4,3405.4,No
1583,Indiana,IN,Midwest,2019,M,Doctorate,8,812,33.1,3400,No
1584,Indiana,IN,Midwest,2019,M,Not Stated,9,44,29.3,3229.8,No
1585,Indiana,IN,Midwest,2020,F,8th grade or less,1,1974,28.7,3247.1,No
1586,Indiana,IN,Midwest,2020,F,9th through 12th grade,2,3745,24.5,3098.2,Yes
1587,Indiana,IN,Midwest,2020,F,High school graduate,3,11368,26,3163.3,No
1588,Indiana,IN,Midwest,2020,F,Some college credit,4,7068,28,3201.5,No
1589,Indiana,IN,Midwest,2020,F,Associate degree,5,3063,29.8,3226,No
1590,Indiana,IN,Midwest,2020,F,Bachelor's degree,6,7854,30.5,3285.5,No
1591,Indiana,IN,Midwest,2020,F,Master's degree,7,2402,32.4,3277.7,No
1592,Indiana,IN,Midwest,2020,F,Doctorate,8,804,33.2,3266.8,No
1593,Indiana,IN,Midwest,2020,F,Not Stated,9,56,28.2,2889.2,Yes
1594,Indiana,IN,Midwest,2020,M,8th grade or less,1,2013,28.8,3381.3,No
1595,Indiana,IN,Midwest,2020,M,9th through 12th grade,2,3884,24.4,3194.9,No
1596,Indiana,IN,Midwest,2020,M,High school graduate,3,12066,26,3284.5,No
1597,Indiana,IN,Midwest,2020,M,Some college credit,4,7394,27.8,3333.9,No
1598,Indiana,IN,Midwest,2020,M,Associate degree,5,3222,29.7,3372.3,No
1599,Indiana,IN,Midwest,2020,M,Bachelor's degree,6,8220,30.6,3424,No
1600,Indiana,IN,Midwest,2020,M,Master's degree,7,2562,32.4,3411.5,No
1601,Indiana,IN,Midwest,2020,M,Doctorate,8,860,33.3,3376.4,No
1602,Indiana,IN,Midwest,2020,M,Not Stated,9,61,29.4,3141.1,No
1603,Indiana,IN,Midwest,2021,F,8th grade or less,1,1883,28.6,3247.7,No
1604,Indiana,IN,Midwest,2021,F,9th through 12th grade,2,3474,24.6,3076.7,Yes
1605,Indiana,IN,Midwest,2021,F,High school graduate,3,11512,26.1,3163.5,No
1606,Indiana,IN,Midwest,2021,F,Some college credit,4,7018,28,3196,No
1607,Indiana,IN,Midwest,2021,F,Associate degree,5,3203,29.8,3226.2,No
1608,Indiana,IN,Midwest,2021,F,Bachelor's degree,6,8240,30.6,3281.6,No
1609,Indiana,IN,Midwest,2021,F,Master's degree,7,2599,32.4,3276.8,No
1610,Indiana,IN,Midwest,2021,F,Doctorate,8,827,33.2,3261.3,No
1611,Indiana,IN,Midwest,2021,F,Not Stated,9,95,30.6,3085.4,Yes
1612,Indiana,IN,Midwest,2021,M,8th grade or less,1,2014,28.7,3385.2,No
1613,Indiana,IN,Midwest,2021,M,9th through 12th grade,2,3889,24.7,3197.3,No
1614,Indiana,IN,Midwest,2021,M,High school graduate,3,11756,26.1,3280.5,No
1615,Indiana,IN,Midwest,2021,M,Some college credit,4,7520,28,3301.7,No
1616,Indiana,IN,Midwest,2021,M,Associate degree,5,3341,29.8,3343.9,No
1617,Indiana,IN,Midwest,2021,M,Bachelor's degree,6,8773,30.7,3412.2,No
1618,Indiana,IN,Midwest,2021,M,Master's degree,7,2792,32.2,3399.2,No
1619,Indiana,IN,Midwest,2021,M,Doctorate,8,890,33.1,3349.9,No
1620,Indiana,IN,Midwest,2021,M,Not Stated,9,120,28.9,3115.7,No
1621,Iowa,IA,Midwest,2016,F,8th grade or less,1,599,30.2,3340.3,No
1622,Iowa,IA,Midwest,2016,F,9th through 12th grade,2,1499,24.2,3164.3,No
1623,Iowa,IA,Midwest,2016,F,High school graduate,3,4670,26,3228.3,No
1624,Iowa,IA,Midwest,2016,F,Some college credit,4,3411,27.2,3262.4,No
1625,Iowa,IA,Midwest,2016,F,Associate degree,5,2522,29.2,3316,No
1626,Iowa,IA,Midwest,2016,F,Bachelor's degree,6,4627,30.3,3374.2,No
1627,Iowa,IA,Midwest,2016,F,Master's degree,7,1500,31.8,3360.8,No
1628,Iowa,IA,Midwest,2016,F,Doctorate,8,525,32.6,3291.4,No
1629,Iowa,IA,Midwest,2016,F,Not Stated,9,45,29,3149.6,No
1630,Iowa,IA,Midwest,2016,M,8th grade or less,1,692,30.1,3417.9,No
1631,Iowa,IA,Midwest,2016,M,9th through 12th grade,2,1599,24.5,3282.2,No
1632,Iowa,IA,Midwest,2016,M,High school graduate,3,4777,26.1,3343.5,No
1633,Iowa,IA,Midwest,2016,M,Some college credit,4,3546,27.1,3415.8,No
1634,Iowa,IA,Midwest,2016,M,Associate degree,5,2523,29.3,3453.7,No
1635,Iowa,IA,Midwest,2016,M,Bachelor's degree,6,4822,30.3,3495.4,No
1636,Iowa,IA,Midwest,2016,M,Master's degree,7,1499,31.8,3443.8,No
1637,Iowa,IA,Midwest,2016,M,Doctorate,8,520,32.5,3418,No
1638,Iowa,IA,Midwest,2016,M,Not Stated,9,27,28.5,3275.7,No
1639,Iowa,IA,Midwest,2017,F,8th grade or less,1,643,30.1,3294.3,No
1640,Iowa,IA,Midwest,2017,F,9th through 12th grade,2,1489,24.7,3171.1,No
1641,Iowa,IA,Midwest,2017,F,High school graduate,3,4581,26.1,3231.3,No
1642,Iowa,IA,Midwest,2017,F,Some college credit,4,3263,27.5,3282.4,No
1643,Iowa,IA,Midwest,2017,F,Associate degree,5,2368,29.4,3334.2,No
1644,Iowa,IA,Midwest,2017,F,Bachelor's degree,6,4469,30.4,3350.9,No
1645,Iowa,IA,Midwest,2017,F,Master's degree,7,1423,32,3339.2,No
1646,Iowa,IA,Midwest,2017,F,Doctorate,8,524,32.7,3283.4,No
1647,Iowa,IA,Midwest,2017,F,Not Stated,9,35,27.7,3296.4,No
1648,Iowa,IA,Midwest,2017,M,8th grade or less,1,620,30.2,3400.8,No
1649,Iowa,IA,Midwest,2017,M,9th through 12th grade,2,1578,24.8,3297.8,No
1650,Iowa,IA,Midwest,2017,M,High school graduate,3,4825,26.3,3345.6,No
1651,Iowa,IA,Midwest,2017,M,Some college credit,4,3344,27.4,3392.6,No
1652,Iowa,IA,Midwest,2017,M,Associate degree,5,2485,29.3,3457.2,No
1653,Iowa,IA,Midwest,2017,M,Bachelor's degree,6,4650,30.5,3486.6,No
1654,Iowa,IA,Midwest,2017,M,Master's degree,7,1559,31.9,3487.2,No
1655,Iowa,IA,Midwest,2017,M,Doctorate,8,551,32.6,3427.4,No
1656,Iowa,IA,Midwest,2017,M,Not Stated,9,23,28.3,3504.9,No
1657,Iowa,IA,Midwest,2018,F,8th grade or less,1,559,30.2,3308.1,No
1658,Iowa,IA,Midwest,2018,F,9th through 12th grade,2,1505,24.6,3163.2,No
1659,Iowa,IA,Midwest,2018,F,High school graduate,3,4503,26.3,3210.4,No
1660,Iowa,IA,Midwest,2018,F,Some college credit,4,3078,27.5,3264.3,No
1661,Iowa,IA,Midwest,2018,F,Associate degree,5,2293,29.4,3286.7,No
1662,Iowa,IA,Midwest,2018,F,Bachelor's degree,6,4504,30.4,3343.1,No
1663,Iowa,IA,Midwest,2018,F,Master's degree,7,1485,32,3351.8,No
1664,Iowa,IA,Midwest,2018,F,Doctorate,8,523,32.7,3346.2,No
1665,Iowa,IA,Midwest,2018,F,Not Stated,9,34,29.8,3303.3,No
1666,Iowa,IA,Midwest,2018,M,8th grade or less,1,645,29.9,3412,No
1667,Iowa,IA,Midwest,2018,M,9th through 12th grade,2,1586,24.8,3283.9,No
1668,Iowa,IA,Midwest,2018,M,High school graduate,3,4669,26.4,3343.6,No
1669,Iowa,IA,Midwest,2018,M,Some college credit,4,3271,27.4,3373.2,No
1670,Iowa,IA,Midwest,2018,M,Associate degree,5,2453,29.5,3429,No
1671,Iowa,IA,Midwest,2018,M,Bachelor's degree,6,4558,30.4,3465.3,No
1672,Iowa,IA,Midwest,2018,M,Master's degree,7,1551,32.2,3449.5,No
1673,Iowa,IA,Midwest,2018,M,Doctorate,8,524,32.7,3436.6,No
1674,Iowa,IA,Midwest,2018,M,Not Stated,9,44,28.7,3378.1,No
1675,Iowa,IA,Midwest,2019,F,8th grade or less,1,598,29.8,3300.7,No
1676,Iowa,IA,Midwest,2019,F,9th through 12th grade,2,1390,25,3183.2,No
1677,Iowa,IA,Midwest,2019,F,High school graduate,3,4545,26.6,3203.9,No
1678,Iowa,IA,Midwest,2019,F,Some college credit,4,3108,27.8,3254.2,No
1679,Iowa,IA,Midwest,2019,F,Associate degree,5,2274,29.5,3304.7,No
1680,Iowa,IA,Midwest,2019,F,Bachelor's degree,6,4364,30.6,3351.9,No
1681,Iowa,IA,Midwest,2019,F,Master's degree,7,1535,32.1,3332.9,No
1682,Iowa,IA,Midwest,2019,F,Doctorate,8,552,32.6,3303.9,No
1683,Iowa,IA,Midwest,2019,F,Not Stated,9,38,27.5,3426.4,No
1684,Iowa,IA,Midwest,2019,M,8th grade or less,1,638,29.6,3408.4,No
1685,Iowa,IA,Midwest,2019,M,9th through 12th grade,2,1412,25.1,3304.9,No
1686,Iowa,IA,Midwest,2019,M,High school graduate,3,4744,26.4,3322,No
1687,Iowa,IA,Midwest,2019,M,Some college credit,4,3155,27.5,3368.8,No
1688,Iowa,IA,Midwest,2019,M,Associate degree,5,2375,29.5,3429.9,No
1689,Iowa,IA,Midwest,2019,M,Bachelor's degree,6,4797,30.5,3478.6,No
1690,Iowa,IA,Midwest,2019,M,Master's degree,7,1557,32.1,3465.8,No
1691,Iowa,IA,Midwest,2019,M,Doctorate,8,519,32.9,3410.9,No
1692,Iowa,IA,Midwest,2019,M,Not Stated,9,48,29.1,3025.1,Yes
1693,Iowa,IA,Midwest,2020,F,8th grade or less,1,591,29.7,3268.6,No
1694,Iowa,IA,Midwest,2020,F,9th through 12th grade,2,1389,25.1,3159.1,No
1695,Iowa,IA,Midwest,2020,F,High school graduate,3,4405,26.7,3206.7,No
1696,Iowa,IA,Midwest,2020,F,Some college credit,4,2867,27.8,3251.3,No
1697,Iowa,IA,Midwest,2020,F,Associate degree,5,2126,29.4,3306.8,No
1698,Iowa,IA,Midwest,2020,F,Bachelor's degree,6,4324,30.5,3340.5,No
1699,Iowa,IA,Midwest,2020,F,Master's degree,7,1423,32.1,3328.4,No
1700,Iowa,IA,Midwest,2020,F,Doctorate,8,532,32.8,3308.6,No
1701,Iowa,IA,Midwest,2020,F,Not Stated,9,35,29.6,3295,No
1702,Iowa,IA,Midwest,2020,M,8th grade or less,1,626,30,3409.8,No
1703,Iowa,IA,Midwest,2020,M,9th through 12th grade,2,1440,24.8,3257,No
1704,Iowa,IA,Midwest,2020,M,High school graduate,3,4683,26.5,3330.6,No
1705,Iowa,IA,Midwest,2020,M,Some college credit,4,2988,27.9,3389.6,No
1706,Iowa,IA,Midwest,2020,M,Associate degree,5,2204,29.5,3434.1,No
1707,Iowa,IA,Midwest,2020,M,Bachelor's degree,6,4395,30.5,3456,No
1708,Iowa,IA,Midwest,2020,M,Master's degree,7,1561,32,3432.6,No
1709,Iowa,IA,Midwest,2020,M,Doctorate,8,488,32.9,3409,No
1710,Iowa,IA,Midwest,2020,M,Not Stated,9,37,28.4,3281.1,No
1711,Iowa,IA,Midwest,2021,F,8th grade or less,1,596,29.1,3295.8,No
1712,Iowa,IA,Midwest,2021,F,9th through 12th grade,2,1365,25.1,3146.7,No
1713,Iowa,IA,Midwest,2021,F,High school graduate,3,4438,26.8,3202.1,No
1714,Iowa,IA,Midwest,2021,F,Some college credit,4,2879,28,3231.6,No
1715,Iowa,IA,Midwest,2021,F,Associate degree,5,2134,29.7,3279.5,No
1716,Iowa,IA,Midwest,2021,F,Bachelor's degree,6,4476,30.7,3322.5,No
1717,Iowa,IA,Midwest,2021,F,Master's degree,7,1532,32.3,3316.1,No
1718,Iowa,IA,Midwest,2021,F,Doctorate,8,519,33,3323.3,No
1719,Iowa,IA,Midwest,2021,F,Not Stated,9,35,30.1,2925.8,Yes
1720,Iowa,IA,Midwest,2021,M,8th grade or less,1,660,29.6,3370.1,No
1721,Iowa,IA,Midwest,2021,M,9th through 12th grade,2,1402,25.3,3253.4,No
1722,Iowa,IA,Midwest,2021,M,High school graduate,3,4533,26.7,3315.2,No
1723,Iowa,IA,Midwest,2021,M,Some college credit,4,2930,28.1,3373.5,No
1724,Iowa,IA,Midwest,2021,M,Associate degree,5,2353,29.6,3392.3,No
1725,Iowa,IA,Midwest,2021,M,Bachelor's degree,6,4694,30.5,3465.6,No
1726,Iowa,IA,Midwest,2021,M,Master's degree,7,1730,32,3437.2,No
1727,Iowa,IA,Midwest,2021,M,Doctorate,8,528,32.8,3370,No
1728,Iowa,IA,Midwest,2021,M,Not Stated,9,31,28.5,3212.4,No
1729,Kansas,KS,Midwest,2016,F,8th grade or less,1,573,29.5,3241.7,No
1730,Kansas,KS,Midwest,2016,F,9th through 12th grade,2,1819,24.4,3162.4,No
1731,Kansas,KS,Midwest,2016,F,High school graduate,3,4205,25.6,3196,No
1732,Kansas,KS,Midwest,2016,F,Some college credit,4,3922,27.1,3252.3,No
1733,Kansas,KS,Midwest,2016,F,Associate degree,5,1707,29,3265.2,No
1734,Kansas,KS,Midwest,2016,F,Bachelor's degree,6,4096,30.5,3335.4,No
1735,Kansas,KS,Midwest,2016,F,Master's degree,7,1645,32,3300.4,No
1736,Kansas,KS,Midwest,2016,F,Doctorate,8,452,32.8,3309.5,No
1737,Kansas,KS,Midwest,2016,F,Not Stated,9,51,28.9,3162.9,No
1738,Kansas,KS,Midwest,2016,M,8th grade or less,1,565,29.1,3321,No
1739,Kansas,KS,Midwest,2016,M,9th through 12th grade,2,1808,24.5,3255.9,No
1740,Kansas,KS,Midwest,2016,M,High school graduate,3,4420,25.4,3298.6,No
1741,Kansas,KS,Midwest,2016,M,Some college credit,4,4229,27,3361,No
1742,Kansas,KS,Midwest,2016,M,Associate degree,5,1898,28.8,3415.6,No
1743,Kansas,KS,Midwest,2016,M,Bachelor's degree,6,4451,30.6,3446.1,No
1744,Kansas,KS,Midwest,2016,M,Master's degree,7,1685,31.9,3449.6,No
1745,Kansas,KS,Midwest,2016,M,Doctorate,8,468,32.9,3371.2,No
1746,Kansas,KS,Midwest,2016,M,Not Stated,9,59,28.1,3309.5,No
1747,Kansas,KS,Midwest,2017,F,8th grade or less,1,492,29.2,3194.2,No
1748,Kansas,KS,Midwest,2017,F,9th through 12th grade,2,1597,24.6,3165.4,No
1749,Kansas,KS,Midwest,2017,F,High school graduate,3,4186,25.8,3167.7,No
1750,Kansas,KS,Midwest,2017,F,Some college credit,4,3675,27.3,3226.9,No
1751,Kansas,KS,Midwest,2017,F,Associate degree,5,1653,28.8,3282.2,No
1752,Kansas,KS,Midwest,2017,F,Bachelor's degree,6,4021,30.6,3317.9,No
1753,Kansas,KS,Midwest,2017,F,Master's degree,7,1543,32.3,3298.9,No
1754,Kansas,KS,Midwest,2017,F,Doctorate,8,408,32.9,3270.1,No
1755,Kansas,KS,Midwest,2017,F,Not Stated,9,52,30.7,3067,Yes
1756,Kansas,KS,Midwest,2017,M,8th grade or less,1,555,29.5,3358.8,No
1757,Kansas,KS,Midwest,2017,M,9th through 12th grade,2,1688,24.6,3220.3,No
1758,Kansas,KS,Midwest,2017,M,High school graduate,3,4509,25.6,3291.7,No
1759,Kansas,KS,Midwest,2017,M,Some college credit,4,3990,27.2,3339.8,No
1760,Kansas,KS,Midwest,2017,M,Associate degree,5,1825,28.8,3387.7,No
1761,Kansas,KS,Midwest,2017,M,Bachelor's degree,6,4151,30.6,3458.4,No
1762,Kansas,KS,Midwest,2017,M,Master's degree,7,1645,32,3423.2,No
1763,Kansas,KS,Midwest,2017,M,Doctorate,8,466,33.3,3425.3,No
1764,Kansas,KS,Midwest,2017,M,Not Stated,9,63,28.2,3303.6,No
1765,Kansas,KS,Midwest,2018,F,8th grade or less,1,488,29.4,3296.6,No
1766,Kansas,KS,Midwest,2018,F,9th through 12th grade,2,1545,24.5,3118.6,No
1767,Kansas,KS,Midwest,2018,F,High school graduate,3,4306,26,3181.2,No
1768,Kansas,KS,Midwest,2018,F,Some college credit,4,3643,27.2,3234.9,No
1769,Kansas,KS,Midwest,2018,F,Associate degree,5,1697,29.1,3291.6,No
1770,Kansas,KS,Midwest,2018,F,Bachelor's degree,6,3948,30.8,3307.1,No
1771,Kansas,KS,Midwest,2018,F,Master's degree,7,1518,32.2,3333.6,No
1772,Kansas,KS,Midwest,2018,F,Doctorate,8,463,32.9,3301,No
1773,Kansas,KS,Midwest,2018,F,Not Stated,9,66,29.6,3313.9,No
1774,Kansas,KS,Midwest,2018,M,8th grade or less,1,541,29.5,3334.3,No
1775,Kansas,KS,Midwest,2018,M,9th through 12th grade,2,1654,24.4,3210.7,No
1776,Kansas,KS,Midwest,2018,M,High school graduate,3,4526,26,3290.7,No
1777,Kansas,KS,Midwest,2018,M,Some college credit,4,3707,27.2,3345.6,No
1778,Kansas,KS,Midwest,2018,M,Associate degree,5,1789,28.9,3351.8,No
1779,Kansas,KS,Midwest,2018,M,Bachelor's degree,6,4301,30.7,3440.5,No
1780,Kansas,KS,Midwest,2018,M,Master's degree,7,1578,32.1,3440.9,No
1781,Kansas,KS,Midwest,2018,M,Doctorate,8,423,33,3431.4,No
1782,Kansas,KS,Midwest,2018,M,Not Stated,9,68,29.2,3303.5,No
1783,Kansas,KS,Midwest,2019,F,8th grade or less,1,533,29,3169.7,No
1784,Kansas,KS,Midwest,2019,F,9th through 12th grade,2,1458,24.5,3122.9,No
1785,Kansas,KS,Midwest,2019,F,High school graduate,3,4283,25.9,3164.6,No
1786,Kansas,KS,Midwest,2019,F,Some college credit,4,3483,27.5,3210.6,No
1787,Kansas,KS,Midwest,2019,F,Associate degree,5,1642,29.1,3253.1,No
1788,Kansas,KS,Midwest,2019,F,Bachelor's degree,6,3934,30.6,3314.4,No
1789,Kansas,KS,Midwest,2019,F,Master's degree,7,1503,32.6,3287.5,No
1790,Kansas,KS,Midwest,2019,F,Doctorate,8,440,33,3263.8,No
1791,Kansas,KS,Midwest,2019,F,Not Stated,9,78,29.5,3248.7,No
1792,Kansas,KS,Midwest,2019,M,8th grade or less,1,545,29,3320.9,No
1793,Kansas,KS,Midwest,2019,M,9th through 12th grade,2,1526,24.7,3217.2,No
1794,Kansas,KS,Midwest,2019,M,High school graduate,3,4268,25.9,3264.7,No
1795,Kansas,KS,Midwest,2019,M,Some college credit,4,3596,27.4,3337.4,No
1796,Kansas,KS,Midwest,2019,M,Associate degree,5,1744,29.1,3372,No
1797,Kansas,KS,Midwest,2019,M,Bachelor's degree,6,4074,30.8,3443.7,No
1798,Kansas,KS,Midwest,2019,M,Master's degree,7,1740,32.4,3433.1,No
1799,Kansas,KS,Midwest,2019,M,Doctorate,8,467,33.2,3407.6,No
1800,Kansas,KS,Midwest,2019,M,Not Stated,9,81,29.3,3310.6,No
1801,Kansas,KS,Midwest,2020,F,8th grade or less,1,494,29.1,3218.4,No
1802,Kansas,KS,Midwest,2020,F,9th through 12th grade,2,1326,25,3109.9,No
1803,Kansas,KS,Midwest,2020,F,High school graduate,3,4299,25.9,3180.2,No
1804,Kansas,KS,Midwest,2020,F,Some college credit,4,3292,27.5,3217.6,No
1805,Kansas,KS,Midwest,2020,F,Associate degree,5,1578,28.9,3268.3,No
1806,Kansas,KS,Midwest,2020,F,Bachelor's degree,6,3758,30.8,3324.6,No
1807,Kansas,KS,Midwest,2020,F,Master's degree,7,1501,32.2,3282.6,No
1808,Kansas,KS,Midwest,2020,F,Doctorate,8,472,33.2,3254.3,No
1809,Kansas,KS,Midwest,2020,F,Not Stated,9,93,29.6,3272.9,No
1810,Kansas,KS,Midwest,2020,M,8th grade or less,1,530,29.2,3327.4,No
1811,Kansas,KS,Midwest,2020,M,9th through 12th grade,2,1399,24.7,3220,No
1812,Kansas,KS,Midwest,2020,M,High school graduate,3,4467,25.7,3270.1,No
1813,Kansas,KS,Midwest,2020,M,Some college credit,4,3299,27.6,3332.2,No
1814,Kansas,KS,Midwest,2020,M,Associate degree,5,1652,29.1,3383.6,No
